entity id,alias,synonyms,scientific name,category,molecules
31,scotch whisky,{'scotch'},maize,beverage alcoholic,"{62465, 8193, 12293, 1031, 1032, 31242, 527, 31249, 31251, 31252, 73750, 1049, 31260, 7710, 7711, 31265, 4133, 12327, 31276, 7728, 31283, 31289, 638014, 7749, 5284421, 10823, 12366, 7762, 7765, 61015, 7267, 612, 519786, 7795, 7797, 7799, 7800, 1146, 8314, 637566, 10882, 650, 62092, 445070, 61586, 1183, 5281, 8365, 7342, 7344, 177, 8375, 26808, 22201, 7351, 8892, 10430, 3776, 7361, 7362, 445639, 8908, 61137, 26331, 26334, 16617, 3314, 11508, 11005, 7937, 7938, 7945, 8468, 284, 7976, 3893, 5366074, 25915, 5282108, 2879, 12613, 7501, 5365069, 335, 342, 8038, 61293, 19310, 22386, 379, 569214, 8063, 16255, 7047, 14228, 8094, 6560, 6561, 6054, 8103, 12209, 62900, 6584, 8122, 957, 6590, 12230, 12232, 61386, 460, 8655, 24020, 14296, 985, 8158, 11747, 996, 7654, 7144, 62445, 8174, 8180, 7165}"
32,wine,{'wine'},grape,beverage alcoholic,"{62465, 1031, 644104, 31242, 527, 31251, 73750, 5372954, 31260, 7710, 31265, 18467, 5280804, 12327, 65064, 7720, 1068, 31276, 31289, 6202, 65084, 442428, 638014, 8768, 7749, 72, 12366, 7762, 72276, 72277, 5280343, 602, 5280863, 7775, 612, 8294, 1130, 62572, 20083, 7795, 7797, 7799, 7800, 126, 10882, 10883, 1550470, 135, 7302, 650, 7824, 102550, 61592, 10393, 1183, 7341, 7342, 7344, 179, 180, 7351, 5280443, 5363388, 8892, 10430, 5280445, 3776, 7361, 7362, 17100, 8908, 10448, 8914, 10976, 61664, 445154, 1549026, 16617, 643820, 753, 3314, 11508, 247, 6428929, 11527, 12041, 7945, 8468, 5366038, 11552, 12587, 3893, 5366074, 7997, 637758, 12613, 6985, 332, 7501, 637775, 338, 22873, 8038, 9064, 19310, 8051, 5281654, 379, 569214, 16255, 5275520, 107905, 13187, 18827, 6544, 5281168, 14228, 6549, 2969, 8091, 8093, 8094, 6560, 6561, 7590, 8103, 6054, 12206, 12209, 62900, 6584, 8635, 957, 6590, 222656, 8129, 12232, 460, 6440397, 16220110, 8655, 439246, 12756, 11732, 14296, 985, 8158, 11747, 7654, 999, 998, 1001, 7658, 68077, 5366264}"
33,bilberry wine,{'bilberry wine'},vaccinium myrtillus,beverage alcoholic,"{62465, 1031, 31242, 527, 31251, 73750, 31260, 7710, 31265, 18467, 12327, 7720, 1068, 31276, 31289, 638014, 7749, 12366, 7761, 7762, 602, 7775, 612, 8294, 62572, 20083, 7795, 7797, 7799, 7800, 126, 10882, 10883, 24197, 1550470, 135, 7302, 650, 7824, 102550, 61592, 1183, 7341, 7342, 7344, 179, 180, 7351, 5363388, 8892, 10430, 3776, 7361, 7362, 17100, 8908, 10448, 8914, 10976, 61664, 1549026, 16617, 643820, 753, 3314, 11508, 6428929, 11527, 12041, 7945, 5366038, 11552, 12587, 3893, 5366074, 7997, 637758, 12613, 6985, 332, 7501, 338, 22873, 8038, 19310, 8051, 379, 569214, 16255, 5275520, 13187, 18827, 6544, 5281168, 14228, 6549, 2969, 8091, 8093, 8094, 6560, 6561, 7590, 8103, 6054, 12206, 12209, 62900, 6584, 8635, 957, 6590, 222656, 8129, 12232, 460, 16220110, 8655, 12756, 11732, 14296, 985, 8158, 11747, 7654, 999, 998, 1001, 7658, 5366264}"
34,botrytized wine,{'botrytized wine'},grape,beverage alcoholic,"{229888, 62465, 1031, 31242, 527, 31251, 73750, 31260, 7710, 31265, 18467, 1060, 12327, 7720, 1068, 31276, 31289, 638014, 7749, 12366, 7762, 602, 7775, 612, 8294, 62572, 20083, 7795, 7797, 7799, 7800, 126, 10882, 10883, 1550470, 135, 7302, 650, 7824, 102550, 61592, 1183, 7341, 7342, 7344, 179, 180, 7351, 5363388, 8892, 10430, 3776, 7361, 7362, 17100, 8908, 10448, 8914, 10976, 61664, 1549026, 16617, 643820, 753, 3314, 11508, 6428929, 11527, 12041, 7945, 5366038, 11552, 7456, 12587, 3893, 5366074, 7997, 637758, 12613, 6985, 332, 7501, 338, 22873, 8038, 19310, 8051, 62835, 379, 569214, 16255, 5275520, 13187, 18827, 6544, 5281168, 14228, 6549, 2969, 8091, 8093, 8094, 6560, 6561, 7590, 8103, 6054, 12206, 12209, 62900, 6584, 8635, 957, 6590, 222656, 8129, 12232, 61384, 460, 16220110, 8655, 12756, 11732, 14296, 985, 8158, 11747, 7654, 999, 998, 1001, 7658, 5366264}"
35,champagne,{'champagne'},grape,beverage alcoholic,"{62465, 1031, 31242, 527, 31251, 73750, 31260, 7710, 31265, 18467, 12327, 7720, 1068, 31276, 31289, 638014, 7749, 12366, 7762, 602, 7775, 612, 8294, 62572, 20083, 7795, 7797, 7799, 7800, 126, 10882, 10883, 1550470, 135, 7302, 650, 7824, 102550, 61592, 1183, 7341, 7342, 7344, 179, 180, 7351, 5363388, 8892, 10430, 3776, 7361, 7362, 17100, 8908, 10448, 8914, 10976, 61664, 1549026, 16617, 643820, 753, 3314, 11508, 6428929, 11527, 12041, 7945, 5366038, 11552, 12587, 3893, 5366074, 7997, 637758, 12613, 6985, 332, 7501, 338, 22873, 8038, 19310, 8051, 379, 569214, 16255, 5275520, 13187, 18827, 6544, 5281168, 14228, 6549, 2969, 8091, 8093, 8094, 6560, 6561, 7590, 8103, 6054, 12206, 12209, 62900, 6584, 8635, 957, 6590, 222656, 8129, 12232, 460, 16220110, 8655, 12756, 11732, 14296, 985, 8158, 11747, 7654, 999, 998, 1001, 7658, 5366264}"
36,cider,{'cider'},apple,beverage alcoholic,"{229888, 62465, 12293, 1031, 1032, 31242, 61455, 31249, 31260, 7711, 8738, 31272, 31276, 7749, 7761, 7762, 8792, 83036, 7772, 7775, 612, 7795, 17525, 7799, 61048, 7800, 8314, 7803, 10882, 24197, 10886, 9862, 520326, 7302, 10895, 7824, 7351, 10430, 7362, 445639, 8908, 10448, 753, 11508, 61185, 263, 264, 7945, 284, 3893, 5366074, 7997, 12613, 332, 7501, 22873, 8038, 22386, 8052, 379, 20861, 8063, 16255, 14228, 6549, 8091, 6560, 6561, 5791138, 61346, 7590, 8103, 6054, 12209, 6584, 957, 6590, 454, 61384, 24020, 11732, 7654, 7655, 999, 7658, 31225, 7165}"
37,plum wine,{'plum wine'},plum,beverage alcoholic,"{62465, 1031, 31242, 527, 31251, 73750, 31260, 7710, 31265, 18467, 12327, 7720, 1068, 31276, 31289, 638014, 7749, 12366, 7762, 602, 7775, 612, 8294, 62572, 20083, 7795, 7797, 7799, 7800, 126, 10882, 10883, 1550470, 135, 7302, 650, 7824, 102550, 61592, 1183, 7341, 7342, 7344, 179, 180, 7351, 5363388, 8892, 10430, 3776, 7361, 7362, 17100, 8908, 10448, 8914, 10976, 61664, 1549026, 16617, 643820, 753, 3314, 11508, 6428929, 11527, 12041, 7945, 5366038, 11552, 12587, 3893, 5366074, 7997, 637758, 12613, 6985, 332, 7501, 338, 22873, 8038, 19310, 8051, 379, 569214, 16255, 5275520, 13187, 18827, 6544, 5281168, 14228, 6549, 2969, 8091, 8093, 8094, 6560, 6561, 7590, 8103, 6054, 12206, 12209, 62900, 6584, 8635, 957, 6590, 222656, 8129, 12232, 61386, 460, 16220110, 8655, 12756, 11732, 14296, 985, 8158, 11747, 7654, 999, 998, 1001, 7658, 5366264}"
38,port wine,{'vinho do porto'},vitis vinifera,beverage alcoholic,"{229888, 62465, 1031, 644104, 1032, 31242, 527, 31249, 31251, 73750, 31260, 7710, 7711, 31265, 18467, 12327, 7720, 1068, 31276, 31289, 6202, 638014, 7749, 12366, 7761, 7762, 602, 7775, 612, 8294, 62572, 20083, 7795, 7797, 7799, 7800, 126, 10882, 10883, 24197, 1550470, 135, 7302, 10885, 650, 7824, 102550, 61592, 1183, 7341, 7342, 7344, 179, 180, 7351, 5363388, 8892, 10430, 3776, 7361, 7362, 17100, 8908, 10448, 8914, 10976, 61664, 1549026, 16617, 643820, 753, 3314, 11508, 6428929, 11527, 12041, 7945, 5366038, 11552, 12587, 3893, 5366074, 7997, 637758, 12613, 6985, 332, 7501, 338, 22873, 8038, 875, 19310, 8051, 8052, 5273467, 379, 569214, 16255, 5275520, 13187, 18827, 6544, 5281168, 14228, 6549, 2969, 8091, 8093, 8094, 6560, 6561, 7590, 8103, 6054, 12206, 12209, 62900, 6584, 8635, 957, 6590, 222656, 8129, 12232, 61386, 460, 16220110, 8655, 12756, 11732, 14296, 985, 595928, 8158, 11747, 7654, 999, 998, 1001, 7658, 5366264}"
39,red wine,{'red wine'},grape,beverage alcoholic,"{62465, 12293, 1031, 31242, 12813, 527, 31249, 31251, 62484, 73750, 31260, 521246, 7710, 31265, 18467, 31268, 4133, 12327, 7720, 1068, 31276, 31289, 638014, 7749, 12366, 7761, 7762, 602, 7772, 7775, 612, 8294, 107, 62572, 20083, 7795, 7797, 7799, 7800, 126, 10882, 10883, 1550470, 135, 520326, 7302, 650, 7824, 102550, 61592, 1183, 14505, 6993580, 7341, 8365, 7342, 7344, 179, 180, 226486, 7351, 5363388, 8892, 10430, 3776, 7361, 7362, 5324489, 17100, 8908, 10448, 8914, 7894, 10976, 61664, 1549026, 16617, 7915, 643820, 2733294, 753, 3314, 61171, 11508, 12020, 7921, 6428929, 11527, 12041, 7945, 8468, 7957, 5366038, 798, 11552, 12587, 61743, 3893, 5366074, 7997, 637758, 2879, 12613, 8007, 6985, 332, 7501, 338, 22873, 8038, 875, 61293, 19310, 22386, 8051, 379, 569214, 16255, 5275520, 13187, 18827, 6544, 5281168, 14228, 6549, 2969, 8091, 8093, 8094, 6560, 6561, 7590, 8103, 6054, 12206, 12209, 62900, 6584, 8635, 957, 6590, 5054, 222656, 8129, 12232, 61384, 460, 16220110, 8655, 1491, 12756, 11732, 14296, 985, 8158, 11747, 8164, 7654, 999, 998, 1001, 7658, 7144, 8174, 62453, 5366264, 7165}"
40,rose wine,"{'rosato', 'rosada'}",grape,beverage alcoholic,"{62465, 1031, 31242, 25611, 527, 31251, 73750, 31260, 7710, 7711, 31265, 18467, 12327, 7720, 1068, 31276, 31289, 638014, 7749, 12366, 7762, 602, 7775, 612, 8294, 62572, 20083, 7795, 7797, 7799, 7800, 126, 10882, 10883, 1550470, 135, 7302, 650, 7824, 102550, 61592, 1183, 7341, 7342, 7344, 177, 179, 180, 7351, 5363388, 8892, 10430, 3776, 7361, 7362, 17100, 8908, 10448, 8914, 10976, 61664, 1549026, 16617, 643820, 753, 3314, 61171, 11508, 6428929, 11527, 12041, 7945, 5366038, 11552, 12587, 3893, 5366074, 7997, 637758, 12613, 6985, 332, 7501, 338, 22873, 8038, 19310, 8051, 379, 569214, 16255, 5275520, 13187, 18827, 6544, 5281168, 14228, 6549, 2969, 8091, 8093, 8094, 6560, 6561, 7590, 8103, 6054, 12206, 12209, 62900, 6584, 8635, 957, 6590, 222656, 8129, 12232, 460, 16220110, 8655, 12756, 11732, 14296, 985, 8158, 11747, 996, 7654, 999, 998, 1001, 7658, 62453, 5366264}"
41,sake,{'sake'},oryza sativa,beverage alcoholic,"{1031, 644104, 1032, 402, 31260, 8094, 1183, 1060, 12327, 12587, 31276, 1068, 8369, 3893, 11579, 7997, 6590, 10430, 222656, 445639, 12232, 7765, 14296, 8158, 612, 8038, 999, 1001, 1130, 878, 6086514, 62835, 8180, 379, 569214}"
42,sherry,{'sherry'},grape,beverage alcoholic,"{62465, 4, 1031, 644104, 1032, 31242, 527, 31249, 31251, 73750, 1049, 31260, 7710, 7711, 31265, 18467, 12327, 7720, 1068, 9261, 31276, 31289, 6202, 638014, 7749, 72, 12366, 7761, 7762, 72276, 5280343, 602, 83036, 5280863, 7775, 612, 8294, 62572, 20083, 7795, 7797, 7799, 7800, 1146, 126, 10882, 10883, 24197, 1550470, 135, 520326, 7302, 650, 7824, 102550, 61592, 10393, 1183, 5281, 8868, 6993580, 7341, 7342, 7344, 179, 180, 226486, 8375, 26808, 7351, 22201, 5363388, 8892, 10430, 3776, 7361, 7362, 445639, 17100, 8908, 10448, 8914, 7894, 10976, 61664, 445154, 1549026, 228583, 16617, 643820, 753, 3314, 11508, 8438, 7937, 6428929, 11527, 12041, 7945, 61712, 8468, 5366038, 11552, 12587, 7469, 7476, 3893, 5366074, 7997, 637758, 12613, 8007, 6985, 332, 7501, 335, 32594, 338, 6998, 342, 22873, 11614, 8038, 9064, 19310, 8051, 62835, 5281654, 379, 569214, 16255, 5275520, 13187, 18827, 5372813, 6544, 5281168, 8082, 14228, 6549, 2969, 8091, 8093, 8094, 6560, 6561, 520098, 7590, 8103, 6054, 12206, 12209, 62900, 6584, 8635, 957, 6590, 222656, 8129, 12232, 61384, 460, 6440397, 16220110, 8655, 1491, 12756, 11732, 14296, 985, 8158, 12257, 11747, 7654, 999, 16872, 1001, 7658, 998, 17898, 62445, 7144, 12777, 5366264}"
43,sparkling wine,{'sparkling wine'},grape,beverage alcoholic,"{62465, 1031, 31242, 61455, 527, 31249, 31251, 73750, 31260, 7710, 31265, 18467, 12327, 7720, 1068, 31276, 31283, 31289, 638014, 7749, 12366, 7762, 602, 7775, 612, 8294, 62572, 20083, 7795, 7797, 7799, 7800, 126, 10882, 10883, 24197, 1550470, 135, 7302, 650, 7824, 102550, 61592, 1183, 7341, 7342, 7344, 179, 180, 7351, 5363388, 8892, 10430, 3776, 7361, 7362, 17100, 8908, 10448, 8914, 10976, 61664, 1549026, 16617, 643820, 753, 3314, 11508, 61184, 61185, 6428929, 11527, 12041, 7945, 5366038, 11552, 12587, 3893, 5366074, 7997, 637758, 12613, 6985, 332, 7501, 338, 22873, 8038, 19310, 8051, 379, 569214, 16255, 5275520, 13187, 18827, 6544, 5281168, 14228, 6549, 2969, 8091, 8093, 8094, 6560, 6561, 7590, 8103, 6054, 12206, 12209, 62900, 522676, 6584, 8122, 8635, 957, 6590, 222656, 8129, 12232, 61386, 460, 16220110, 8655, 12756, 11732, 14296, 985, 8158, 8159, 11747, 8164, 8163, 7654, 999, 16872, 1001, 7658, 998, 8174, 5366264}"
44,strawberry wine,{'strawberry wine'},strawberry,beverage alcoholic,"{62465, 1031, 31242, 527, 31249, 31251, 73750, 31260, 7710, 31265, 18467, 12327, 7720, 1068, 31276, 31289, 638014, 7749, 12366, 7761, 7762, 602, 7775, 612, 8294, 62572, 20083, 7795, 7797, 7799, 7800, 126, 10882, 10883, 24197, 1550470, 135, 7302, 650, 7824, 102550, 61592, 1183, 7341, 7342, 7344, 179, 180, 7351, 5363388, 8892, 10430, 3776, 7361, 7362, 17100, 8908, 10448, 8914, 10976, 61664, 1549026, 16617, 643820, 753, 3314, 11508, 6428929, 11527, 12041, 7945, 5366038, 11552, 12587, 3893, 5366074, 7997, 637758, 12613, 6985, 332, 7501, 338, 22873, 8038, 19310, 8051, 379, 569214, 16255, 5275520, 13187, 18827, 61325, 6544, 5281168, 14228, 6549, 2969, 8091, 8093, 8094, 6560, 6561, 7590, 8103, 6054, 12206, 12209, 62900, 6584, 8635, 957, 6590, 222656, 8129, 12232, 460, 16220110, 8655, 12756, 11732, 14296, 985, 8158, 11747, 7654, 999, 998, 1001, 7658, 5366264}"
45,white wine,{'white wine'},grape,beverage alcoholic,"{229888, 62465, 8193, 61953, 31234, 12293, 1031, 429065, 31242, 229387, 25611, 12813, 61455, 85519, 527, 31249, 31251, 62484, 31253, 73750, 31260, 5363229, 7710, 31265, 8738, 18467, 31268, 4133, 1060, 12327, 7720, 10795, 1068, 31276, 60979, 31289, 638014, 7749, 70, 12366, 12367, 7761, 7762, 7249, 602, 7772, 7775, 612, 8294, 17000, 519786, 107, 62572, 7795, 20083, 7797, 7799, 7800, 126, 10882, 10883, 24197, 10886, 1550470, 9862, 135, 520326, 7302, 650, 7824, 7826, 102550, 249494, 61592, 5284507, 1183, 6993580, 7341, 7342, 7344, 179, 180, 7351, 5363388, 8892, 10430, 3776, 7361, 7362, 61641, 5324489, 17100, 8908, 11468, 10448, 8914, 7894, 7895, 27866, 10976, 61665, 1549026, 61664, 1549025, 5366264, 16617, 7915, 643820, 2733294, 753, 7409, 3314, 243, 61171, 15606, 11508, 7921, 11514, 61185, 6428929, 261, 24838, 11527, 12041, 7945, 18698, 522514, 8468, 7957, 5366038, 284, 798, 11552, 7456, 12587, 61743, 8499, 3893, 5366074, 5282108, 7997, 5282109, 2879, 637758, 12613, 5363526, 6985, 332, 7501, 6989, 338, 32594, 22873, 7002, 61275, 8038, 6506, 875, 61293, 19310, 8051, 379, 569214, 16255, 8063, 5275520, 13187, 18827, 33166, 6544, 5281168, 5282707, 5282708, 12180, 14228, 6549, 2969, 5318042, 8091, 8093, 8094, 6560, 6561, 520098, 7590, 8103, 6054, 12206, 12209, 62900, 6584, 8635, 957, 6590, 5054, 222656, 8129, 454, 12232, 61384, 106441, 8139, 460, 16220110, 8655, 1491, 12756, 11732, 14296, 985, 8158, 11747, 7654, 999, 16872, 1001, 7658, 998, 7144, 12777, 8174, 8180, 62453, 8184, 7165}"
46,coffee,{'coffee'},coffea,beverage caffeinated,"{62465, 30215, 644104, 8712, 31242, 1032, 77837, 31246, 527, 3321360, 31245, 20499, 62484, 31252, 73750, 31253, 1049, 5372954, 7708, 7711, 61988, 31268, 4133, 6184, 65064, 9256, 10795, 9261, 525358, 62510, 7728, 10797, 24115, 519732, 2734646, 20534, 6202, 65084, 11335, 72, 5280445, 5319754, 62539, 10823, 6736, 7249, 7762, 521300, 72277, 72276, 61527, 5280343, 23642, 18522, 26204, 5280863, 7267, 612, 10341, 11363, 1130, 7284, 62069, 17016, 1146, 7802, 18554, 7803, 11902, 637566, 8314, 6428802, 10882, 7302, 5311110, 650, 33931, 62092, 7824, 19602, 643731, 10887828, 6429333, 526487, 8858, 146586, 1183, 151199, 8868, 679, 14505, 6430892, 104620, 7341, 14511, 8369, 14514, 10931, 179, 62131, 180, 8375, 26808, 22201, 11449, 5280443, 8892, 15037, 10430, 702, 7360, 3776, 7361, 7363, 30914, 735940, 7362, 61634, 61633, 18635, 8908, 10448, 1549521, 102611, 61653, 7894, 7895, 61656, 61657, 61658, 26331, 61660, 61661, 5321950, 61663, 10976, 61665, 1549026, 26335, 26333, 26334, 7909, 61670, 85730, 28905, 228583, 61166, 7921, 61171, 11509, 19707, 14079, 11520, 7937, 7938, 61700, 11527, 61199, 61712, 104722, 8468, 5366038, 61209, 12570, 518937, 284, 798, 11552, 7976, 7469, 27440, 3893, 61240, 5366074, 25915, 528698, 2879, 32065, 27457, 12097, 61252, 61260, 7501, 61261, 637775, 335, 332, 32594, 7509, 6998, 342, 8025, 7002, 8027, 32093, 121694, 7520, 9064, 19309, 878, 19310, 880, 8051, 11124, 9589, 62835, 61303, 263034, 379, 3017596, 36225, 107905, 13187, 7047, 7559, 12170, 18827, 33166, 402, 65427, 12180, 8082, 11160, 2969, 8093, 8094, 6560, 6561, 11173, 6054, 8103, 6569, 87466, 12206, 62385, 7095, 6584, 853433, 6590, 12230, 12232, 246728, 106441, 12748, 460, 61659, 1491, 36822, 2519, 14296, 61400, 61662, 8158, 637920, 12257, 11747, 996, 8163, 998, 61664, 7144, 520682, 12266, 7148, 7150, 7151, 34286, 62453, 123388}"
47,mate,"{'yerba mate', 'yerba'}",yerba mate,beverage caffeinated,"{8193, 8194, 13187, 9862, 1032, 18827, 527, 19602, 643731, 8858, 5284507, 8093, 798, 7710, 15394, 4133, 6054, 9895, 7976, 5352876, 1068, 10931, 3893, 31289, 853433, 5282108, 6433214, 12097, 454, 246728, 5319754, 17739, 8914, 18522, 8158, 8163, 11747, 11622, 998, 7144, 8314, 643820, 61041, 8051, 8180, 12020, 61303, 520440, 5283321, 8186, 8063}"
48,black tea,{'black tea'},camellia sinensis,beverage caffeinated,"{5283329, 61953, 5352461, 77837, 5352463, 1049, 7708, 3102, 7711, 15394, 16441, 58, 529481, 6435914, 7755, 17000, 61041, 442495, 6429333, 10402, 679, 20653, 14514, 10931, 26808, 5363388, 30914, 23235, 5324489, 61653, 6874, 61151, 5352162, 5365991, 240, 7409, 7921, 243, 12020, 24834, 261, 18698, 522514, 17691, 526624, 12072, 12587, 61240, 5365049, 5366074, 5366077, 5282109, 6989, 7501, 5365069, 5365587, 22873, 643941, 19310, 61814, 20861, 5367681, 5367682, 7047, 6544, 65428, 5367706, 8091, 5282724, 62374, 6569, 102861, 14286, 14296, 985, 7650, 11747, 31209, 7148, 62453, 642039, 5283321, 5916154, 221691, 7165}"
49,green tea,{'green tea'},camellia sinensis,beverage caffeinated,"{5281929, 13204, 5367706, 5284507, 7710, 7583, 526624, 61988, 62374, 14505, 9261, 5352626, 9016, 26808, 5363388, 957, 7742, 32065, 323, 5363140, 61260, 16217806, 12366, 14296, 5352543, 88290, 8164, 998, 17000, 7148, 35821, 61041, 243, 12020, 5370101}"
50,roibos tea,{'bush tea'},aspalathus,beverage caffeinated,"{11520, 33637, 7559, 12777, 13357, 31246, 636687, 7826, 7731, 11124, 15606, 7002, 8091}"
51,barley,{'barley'},hordeum,cereal,"{644104, 77837, 527, 8723, 31252, 7704, 1049, 31260, 7710, 7711, 15394, 31268, 6184, 9256, 439341, 5365811, 6202, 638011, 65084, 61503, 8768, 637511, 72, 72276, 1110, 61020, 5280863, 637542, 1130, 107, 6251, 7284, 7288, 444539, 637566, 126, 6274, 9862, 650, 33931, 441484, 445070, 5284503, 10393, 8857, 1183, 7847, 441005, 8369, 7858, 4788, 180, 26808, 22201, 5280443, 5363388, 5280445, 7361, 30914, 643779, 7362, 6341, 24261, 18635, 10448, 26334, 1549026, 439533, 240, 244, 11509, 247, 5280511, 768, 7938, 8452, 784, 8468, 61209, 798, 5284639, 11552, 802, 7976, 2345, 12587, 5315892, 309, 25915, 10748, 12097, 32065, 323, 27457, 638278, 5960, 6986, 637775, 26447, 338, 8021, 342, 5280598, 13144, 1889, 643941, 9064, 876, 878, 880, 22386, 11128, 8082, 5318042, 8094, 6561, 6050, 6054, 5367719, 6569, 5281708, 6072, 853433, 79803, 5054, 8130, 107971, 454, 12748, 460, 439246, 8655, 439263, 994, 11747, 7654, 999, 998, 7150, 89594, 6140}"
52,crispbread,"{'cracker', 'crispbread'}",rye,cereal,"{5283335, 644104, 12170, 8858, 7710, 1183, 8094, 798, 7711, 14514, 26808, 61240, 6202, 18522, 8027, 996, 998, 1130, 240, 12020, 247, 7800, 5283324}"
53,malt,{'malt'},poacceae,cereal,"{62465, 31234, 5362696, 1032, 527, 1049, 31260, 7710, 18467, 31268, 6184, 9256, 1068, 9261, 62510, 31276, 24115, 5284421, 6435914, 8785, 18522, 1136, 7284, 637564, 7826, 643731, 19602, 6429333, 10887828, 1183, 5281, 679, 8369, 62131, 26808, 8892, 15037, 10430, 7362, 445639, 5364941, 61137, 8914, 7895, 26331, 5321950, 26335, 10976, 26334, 61664, 5370602, 5367531, 12020, 11005, 14079, 11520, 7937, 18698, 518937, 798, 11552, 12580, 7976, 12587, 3893, 32065, 27457, 12097, 27458, 332, 7501, 34134, 8027, 19309, 22386, 8051, 9589, 379, 8063, 18827, 5281167, 8082, 5318042, 8093, 8094, 6560, 6561, 62897, 853433, 957, 8129, 5318599, 12232, 61386, 12748, 460, 14296, 11747, 996, 998, 999, 7144, 12266, 7151, 5283316, 62453, 5283324}"
54,oats,{'oats'},avena,cereal,"{1030, 1031, 644104, 5283339, 527, 8723, 31252, 5283349, 31253, 1049, 31260, 5363229, 7710, 15394, 4133, 6184, 9256, 1068, 439341, 62510, 14896, 5365811, 31289, 6202, 638011, 638014, 61503, 8768, 637511, 72, 10823, 1110, 5280343, 61020, 5280863, 637542, 17000, 1130, 107, 6251, 20083, 7284, 7288, 444539, 637566, 126, 6274, 9862, 650, 33931, 441484, 445070, 19602, 643731, 5284503, 10393, 8857, 1183, 679, 7847, 9895, 441005, 7858, 4788, 180, 26808, 22201, 5280443, 5363388, 5280445, 7362, 643779, 24261, 69320, 18635, 8908, 10448, 8914, 7895, 26334, 26335, 3648225, 1549026, 743, 5281515, 439533, 240, 244, 11509, 15094, 247, 5280511, 768, 7937, 8452, 11527, 784, 8468, 798, 5284639, 11552, 802, 22311, 2345, 5315892, 309, 5366074, 12097, 323, 638278, 5960, 6986, 332, 637775, 26447, 338, 5280598, 13144, 7002, 1889, 643941, 875, 876, 19309, 878, 61808, 22386, 8051, 11128, 379, 8063, 12170, 6428555, 18827, 6544, 5318042, 8093, 8094, 16800, 6560, 6050, 6561, 6054, 5367719, 6569, 5281708, 5352876, 62897, 6072, 853433, 79803, 957, 8130, 107971, 454, 12232, 8139, 439246, 14296, 439263, 994, 7654, 999, 998, 7150, 5283316, 14328, 89594, 6140, 6654}"
55,rice,{'rice'},oryza sativa,cereal,"{5283329, 8193, 1031, 644104, 5283335, 1032, 5283339, 31245, 527, 8723, 1049, 31260, 5363229, 7710, 5283361, 7714, 15394, 1550884, 6184, 9256, 1068, 439341, 14896, 5365811, 31289, 6202, 638011, 638014, 61503, 8768, 5284421, 637511, 72, 12366, 6736, 1110, 5280343, 61020, 5280863, 637542, 1130, 6251, 107, 7284, 7288, 1146, 444539, 637564, 8314, 11902, 637566, 126, 6274, 6276, 9862, 650, 33931, 441484, 445070, 19602, 6429333, 5284503, 8857, 10393, 5284507, 1183, 5281, 7847, 441005, 14511, 6436017, 7858, 14514, 4788, 180, 26808, 22201, 5280443, 5363388, 8892, 10430, 5280445, 7362, 643779, 24261, 445639, 18635, 17100, 10448, 8914, 7895, 26331, 5283324, 1549026, 8186, 439533, 240, 244, 11509, 5370101, 247, 11005, 5280511, 768, 7937, 8452, 784, 8468, 61206, 16666, 798, 5284639, 11552, 802, 7976, 2345, 12587, 5315892, 8500, 3893, 444212, 11579, 12097, 323, 638278, 5960, 6986, 332, 7501, 26447, 637775, 338, 5280598, 13144, 7002, 8027, 1889, 643941, 11622, 878, 8051, 61303, 11128, 379, 8063, 36225, 13187, 7043, 7047, 18827, 6544, 5281168, 402, 6549, 5318042, 8093, 8094, 6561, 6050, 931, 6054, 5367719, 8103, 6569, 5281708, 520108, 6072, 853433, 79803, 8635, 957, 6590, 8129, 8130, 107971, 454, 12232, 246728, 460, 439246, 14296, 8158, 439263, 637920, 994, 8163, 996, 7654, 999, 998, 12266, 7150, 8175, 8180, 62453, 5283316, 89594, 6140, 6654}"
