pubchem id,common name,flavor profile
5372813,Alpha-Methylcinnamaldehyde,{''}
5372954,cis-Cinnamic acid,"{'balsam', 'honey', 'storax', 'sweet', 'cinnamon'}"
5373603,3-Propylidenephthalide,{''}
5373729,beta-Ionol,"{'floral', 'woody', 'tropical', 'sweet', 'herbal', 'balsam', 'violet'}"
5374527,beta-Damascone,"{'berry', 'rose', 'floral', 'apple', 'tobacco', 'plum', 'blackcurrant', 'honey', 'fruity'}"
5377381,"5,7-Dihydroxyisoflavone",{'bitter'}
537754,3-Mercaptohexyl butyrate,"{'passion fruit', 'sulfurous', 'overripe fruit', 'tropical', 'fruity'}"
5399110,(2R)-2-isothiocyanatobutane,{'green'}
5429,theobromine,{'bitter'}
543579,Pentadecyl acrylate,{''}
543912,14-Bromopentadecanoic acid,{''}
544628,"5,6-dimethyloxan-2-one","{'fruity', 'minty'}"
5462988,"methyl (9E,12Z)-octadeca-9,12-dienoate",{'bland'}
5463238,2-Hepten-4-One,{'ethereal'}
5463485,"2,4-Decadienoic acid methyl ester",{''}
5463875,"2-Octen-1-ol, acetate",{''}
5463904,Ethyl trans-2-decenoate,"{'apple', 'green', 'pear', 'waxy', 'fruity'}"
5463935,Ethyl 4-(methylthio)butyrate,{'sulfury'}
5463936,1-Ethoxy-3-methyl-2-butene,"{'grassy', 'fruity', 'green'}"
54670067,l-ascorbic acid,{''}
5484202,Stigmast-4-en-3-one,{''}
551084,4883-60-7,"{'powdery', 'tobacco', 'woody', 'dry', 'nutty', 'phenolic', 'spicy', 'clean'}"
5541,triacetin,"{'tropical', 'bitter', 'mild', 'fruity', 'clean'}"
556998,"p-Menthane-3,8-diol","{'eucalyptus', 'herbal', 'minty'}"
557934,32064-73-6,{''}
560255,Ethyl 3-methylpentanoate,"{'pineapple', 'fruity'}"
5610,tyramine,"{'dirty', 'cooked', 'mild', 'phenolic', 'meaty', 'rubbery'}"
5634,10-Undecenoic Acid,"{'sweet', 'woody'}"
565690,Menthyl isovalerate,{''}
569214,1-Phenylethyl isobutyrate,"{'mango', 'jasmin', 'tropical', 'green', 'fruity'}"
57346909,"4H-Pyrrolo[2,1-d]-1,3,5-dithiazine,tetrahydro-2,4-dimethyl-, [2S-(2a,4a,8ab)]- (9CI)",{''}
57357963,33368-82-0,"{'sulfurous', 'alliaceous'}"
57370186,156420-69-8,{''}
574068,"2-isobutyl-4,5-dimethyloxazole","{'roasted', 'burnt'}"
5742590,Daucosterol,{''}
57501028,2-[(Methylthio)methyl]-2-butenal,"{'burnt', 'cooked', 'matches', 'cabbage', 'roasted', 'onion'}"
577126,Dehydrodihydroionone,{'floral'}
5780,D-Sorbitol,"{'sweet', 'caramel', 'odorless'}"
578423,alpha-Terpinyl butyrate,"{'sour', 'balsam', 'rosemary', 'fruity'}"
578817,"3,5-Dimethyl-2-isobutylpyrazine","{'hazelnut', 'musty', 'cocoa', 'earthy'}"
5791138,4-[(Z)-prop-1-enyl]phenol,{''}
579336,Dihydro-beta-ionol,"{'floral', 'woody', 'amber'}"
58,2-oxobutanoic acid,"{'creamy', 'lactonic', 'sweet', 'caramel', 'brown'}"
586292,Dill ether,{'dill'}
5862,L-cysteine,{'sulfury'}
589365,Nonyl octanoate,"{'rose', 'floral', 'cognac', 'mushroom', 'sweet'}"
5916154,4-Methyl-2-Pentenal,{''}
595928,"4-Methyl-2-phenyl-1,3-dioxolane","{'naphthalic', 'woody', 'narcissus', 'bitter', 'sweet'}"
5960,L-aspartic acid,{'odorless'}
5962,L-lysine,{'odorless'}
5971,Allyl Isothiocyanate,"{'strong', 'mustard', 'garlic', 'bitter', 'sulfur', 'pungent'}"
5986428,"2,4-Pentadienal",{''}
6028462,Angelaldehyde,"{'fruit', 'green', 'strong'}"
602,Dl-Alanine,{'odorless'}
6050,Tributyrin,"{'bitter', 'cheese', 'creamy', 'waxy', 'fatty'}"
6054,2-Phenylethanol,"{'honey', 'lilac', 'bitter', 'rose flower', 'floral', 'rose water', 'rose', 'spice', 'rose dried'}"
6072,Phlorizin,{'bitter'}
6086514,Geranyl isobutyrate,"{'green', 'apricot', 'fruity', 'peach', 'rose', 'floral', 'sweet'}"
60968,Bornyl Isovalerate,{''}
60979,Ethyl 4-methoxybenzoate,"{'anise', 'aniseed', 'tarragon', 'balsam', 'fruity'}"
60983,"2,3-Heptanedione","{'butter', 'oily', 'cheese'}"
60985,Citronellyl isobutyrate,"{'rose', 'fruit', 'floral', 'tropical', 'sweet', 'geranium', 'fruity'}"
60995,"(2,2-Dimethoxyethyl)benzene","{'rosy', 'floral', 'foliage', 'bitter', 'hyacinth', 'green', 'mushroom', 'earthy'}"
60998,Isobutyl phenylacetate,"{'floral', 'amber', 'chocolate', 'sweet', 'honey'}"
61007,4-(4-Methoxyphenyl)-2-butanone,"{'rose', 'cherry', 'cassie', 'absolute', 'dried raspberry', 'raspberry', 'sweet', 'fruity'}"
61015,Butyl laurate,"{'oil', 'soapy', 'oily', 'peanut', 'waxy', 'fruity'}"
61016,"2,6-Dimethyl-5-heptenal","{'fruit', 'floral', 'herbaceous', 'ozone', 'peach', 'meaty', 'lemon', 'spicy', 'earthy', 'clean', 'grapefruit', 'fatty', 'cucumber', 'citrus', 'vegetable', 'nutty', 'green', 'watermelon', 'sweet', 'wine_like', 'woody', 'cantaloupe', 'melon', 'fresh air', 'fruity'}"
61020,3-Methyl-2-butenal,"{'brown', 'cherry', 'fruity', 'almond', 'nutty', 'sweet', 'pungent'}"
61024,Octyl isobutyrate,"{'creamy', 'soapy', 'oily', 'green', 'waxy', 'fruity', 'clean'}"
61030,Octyl butyrate,"{'creamy', 'jasmin', 'natural', 'oily', 'green', 'fresh', 'waxy', 'earthy', 'fruity'}"
61031,2-Methylundecanal,"{'coumarinic', 'metallic', 'moss', 'citrus', 'tuberose', 'aldehydic', 'amber', 'fresh', 'waxy'}"
61040,Linalyl formate,"{'rose', 'citrus', 'coriander', 'bitter', 'green', 'herbal', 'fruity', 'bergamot'}"
61041,Safranal,"{'fresh', 'metallic', 'tobacco', 'rosemary', 'herb', 'phenolic', 'sweet', 'spicy', 'herbal'}"
61045,"2,6-Dimethylthiophenol","{'sulfurous', 'roasted', 'metallic', 'sulfury', 'phenolic', 'meaty'}"
61048,Isobutyl benzoate,"{'powdery', 'sweet', 'musty', 'balsam', 'fruity'}"
61052,3-Phenylpropyl propionate,"{'floral', 'hyacinth', 'balsam', 'mimosa'}"
61054,4-Methoxybenzyl formate,"{'vanilla', 'fruity', 'anisic', 'floral', 'seaweed'}"
61092,Rhodinyl formate,"{'leaf', 'floral', 'rose dried', 'bitter', 'green', 'geranium'}"
61093,Rhodinyl butyrate,"{'berry', 'red rose', 'tropical', 'geranium', 'fruity'}"
61096,Octyl propionate,"{'green', 'mushroom', 'fruity', 'floral', 'sweet', 'raspberry', 'jammy'}"
61098,Linalyl propionate,"{'rose', 'lily', 'woody', 'rum', 'fresh', 'bergamot'}"
61124,"2,6,6-Trimethyl-1-cyclohexene-1-acetaldehyde","{'woody', 'camphor', 'fruity', 'beef', 'cooling', 'weedy'}"
61125,beta-Caryophyllene alcohol,"{'earth', 'moss', 'woody', 'warm', 'spicy', 'earthy'}"
61126,Verbenol,"{'ozone', 'fresh', 'pine'}"
61130,Myrtenal,"{'spice', 'tonka', 'camphor', 'spicy', 'pepper', 'jam', 'terpene', 'sweet', 'lime', 'cinnamon'}"
61134,Benzyl butyl ether,"{'floral', 'rose'}"
61135,2-methylpropyl but-2-enoate,{''}
61137,Butyl pentanoate,"{'sweet', 'apple', 'raspberry', 'tropical', 'green', 'pineapple', 'fruity'}"
61151,Methyl 2-methoxybenzoate,"{'floral', 'cananga', 'hyacinth', 'blackcurrant', 'herbal', 'fruity'}"
61153,2-Methoxystyrene,"{'nutty', 'herbal', 'ether', 'green'}"
61155,2-Methoxyphenyl acetate,"{'powdery', 'woody', 'dry', 'clove', 'spice', 'sweet', 'walnut', 'smoky'}"
61166,Furfuryl propionate,"{'oily', 'coffee', 'green', 'sweet', 'banana', 'spicy', 'fruity'}"
61171,S-Ethyl ethanethioate,"{'garlic', 'onion', 'coffee', 'sulfury', 'meaty', 'fruity'}"
61177,Hexyl formate,"{'apple', 'banana', 'unripe plum', 'sweet'}"
61184,Isopropyl butyrate,"{'fruit', 'estery', 'pungent', 'pineapple', 'ripe', 'sweet', 'ether', 'fruity'}"
61185,Amyl octanoate,"{'sweet', 'wine', 'orris'}"
61199,698-10-2,"{'maple', 'spice', 'sweet', 'caramel', 'fruity'}"
61200,2-Hydroxy-4-methylbenzaldehyde,"{'bitter', 'almond', 'phenolic'}"
61202,1-Phenyl-2-pentanol,"{'sweet', 'mild', 'earthy', 'green'}"
61204,delta-Undecalactone,"{'creamy', 'peach', 'waxy', 'coconut', 'fruity', 'fatty'}"
61206,Farnesylacetone,"{'floral', 'wine', 'fruity', 'creamy'}"
61209,"3-Methylcyclopentane-1,2-dione",{''}
61229,4-Formyl-2-methoxyphenyl acetate,"{'vanilla', 'creamy', 'powdery', 'heliotropin', 'sweet'}"
61235,3-Nonanone,"{'fresh', 'leaf', 'jasmin', 'sweet', 'spicy', 'herbal', 'fruity'}"
61240,2-Acetyl-1-methylpyrrole,{'earthy'}
61252,Tetrahydrothiophen-3-one,"{'buttery', 'clam', 'vegetable', 'garlic', 'green', 'meaty', 'butter'}"
61260,2-Propionylpyrrole,"{'popcorn', 'roast'}"
61261,2-(Methylthio)phenol,"{'egg', 'sulfurous', 'garlic', 'onion', 'meaty'}"
61262,Myrtenyl acetate,{''}
61270,.alpha.-Campholenyl acetate,"{'jammy', 'woody', 'raspberry', 'ionone', 'sweet'}"
61275,Nerol oxide,"{'herbal', 'weedy', 'diphenyl oxide', 'celery', 'narcissus', 'cortex', 'green', 'flower', 'oil'}"
61290,Methyl citronellate,"{'sweet', 'apple', 'floral', 'geranium', 'brandy', 'waxy', 'fruity'}"
61293,Ethyl 3-hydroxyhexanoate,"{'citrus', 'grape', 'pineapple', 'fresh', 'fruity', 'smoky'}"
61295,S-Propyl thioacetate,"{'onion', 'sulfurous', 'garlic', 'green'}"
612,lactic acid,{'odorless'}
61303,2-Pentadecanone,"{'fresh', 'jasmin', 'celery'}"
61304,Heptyl 2-methylpropanoate,"{'cherry', 'apple', 'floral', 'apricot', 'raspberry', 'orange', 'warm', 'grape', 'sweet', 'pear', 'green', 'fruity'}"
61325,4077-47-8,"{'caramel', 'potato', 'mildew', 'maple', 'mushroom', 'grape', 'sweet', 'moldy', 'mossy', 'fruity'}"
61334,4166-20-5,"{'baked', 'molasses', 'tropical', 'brown', 'bread', 'toffee', 'sugar', 'sweet', 'caramel', 'fruity'}"
61337,Allyl 2-furoate,"{'jam', 'caramel', 'fruity'}"
61346,1-Octen-3-One,"{'dirty', 'metal', 'mushroom', 'musty', 'herbal', 'earthy'}"
61361,Butylphthalide,"{'herbal', 'celery'}"
61362,d-Piperitone,"{'peppermint', 'minty'}"
61384,2-Phenylethyl hexanoate,"{'floral', 'sweaty', 'woody', 'pineapple', 'green', 'sweet', 'banana', 'waxy', 'honey'}"
61386,Isoamyl laurate,"{'wine', 'beer', 'oily', 'rum', 'peach', 'brandy', 'waxy', 'fatty'}"
61400,"3,4-Dimethoxystyrene","{'weedy', 'floral', 'cortex', 'green', 'fruity'}"
6140,L-phenylalanine,"{'bitter', 'odorless'}"
61416,Citronellyl Valerate,"{'warm', 'honey', 'herb', 'herbal', 'rose'}"
61435,Linalyl octanoate,"{'natural', 'dry', 'green', 'sweet', 'herbal', 'fruity'}"
61450,Ethyl 3-(2-furyl)propionate,"{'pineapple', 'sweet', 'balsam', 'fruity'}"
61455,Hexyl isovalerate,"{'strawberry', 'green', 'apple skin', 'fruity', 'unripe fruit', 'sweet'}"
61503,D-Lactic acid,"{'acidic', 'odorless'}"
61527,"3-Acetyl-2,5-dimethylfuran","{'cocoa', 'leather', 'nutty', 'corn', 'sweet', 'musty', 'earthy'}"
61585,Celestolide,"{'woody', 'animal', 'cedar', 'ambergris', 'musk'}"
61586,4-(Ethoxymethyl)-2-methoxyphenol,"{'vanilla', 'creamy', 'nutmeg', 'alcoholic', 'rum', 'chocolate', 'sweet', 'spicy', 'smoky'}"
61592,Ethyl 3-(methylthio)propionate,"{'metallic', 'fruity', 'sulfury', 'tomato', 'ripe', 'pineapple', 'pulpy'}"
61633,"3,4-Dimethyl-1,2-cyclopentanedione","{'anise', 'caramel', 'licorice', 'maple', 'sugar', 'fenugreek', 'sweet', 'balsam'}"
61634,13494-07-0,"{'sweet', 'maple', 'caramel'}"
61641,Methyl 3-(methylthio)propionate,"{'sulfurous', 'vegetable', 'garlic', 'onion', 'tomato', 'sweet'}"
61653,"2,4,5-Trimethylthiazole","{'coffee', 'cocoa', 'vegetable', 'chocolate', 'hazelnut', 'musty', 'earth', 'nutty'}"
61656,1-(Methylthio)-2-butanone,"{'oily', 'fishy', 'garlic', 'mushroom'}"
61657,2-Methyl-5-(methylthio)furan,"{'horseradish', 'garlic', 'onion', 'coffee', 'sulfury', 'mustard'}"
61658,Furfuryl isovalerate,"{'berry', 'plum', 'ripe', 'grape', 'fruity'}"
61659,Difurfuryl sulfide,"{'powerful', 'coffee', 'sulfury', 'mushroom', 'meaty', 'earthy'}"
61660,S-Furfuryl thioacetate,"{'roasted', 'burnt', 'nutty', 'coffee', 'sulfury', 'roast'}"
61661,2-(Methoxymethyl)furan,"{'roasted', 'coffee'}"
61662,S-Methyl 2-furancarbothioate,"{'creamy', 'milky', 'fried', 'onion', 'cooked'}"
61663,13679-70-4,"{'acetophenone', 'sulfur', 'cherry', 'almond', 'woody', 'sweet', 'furfural'}"
61664,13679-85-1,"{'berry', 'must', 'sulfur', 'onion', 'others', 'cabbage', 'fruity'}"
61665,13679-86-2,"{'rosemary', 'minty', 'phenolic', 'green', 'spice', 'herbal'}"
61670,5-Methylquinoxaline,"{'toasted', 'roasted', 'burnt', 'corn', 'nutty', 'coffee'}"
61700,2-Isopropyl-5-methylpyrazine,"{'coffee', 'green', 'sweat', 'earthy', 'nutty'}"
61712,4-Ethylsyringol,{''}
61715,3-Isobutylpyridine,"{'strong', 'aromatic'}"
61743,9-Decenoic acid,"{'green', 'waxy', 'fatty', 'fruity', 'soapy'}"
61780,Perillyl acetate,"{'spicy', 'herbal'}"
61781,Limonen-10-yl acetate,"{'sweet', 'mild', 'fruity', 'minty'}"
61808,2-Isopropyl-4-methylthiazole,"{'fruit', 'rooty', 'vegetable', 'tropical', 'nut', 'green', 'earthy'}"
61812,Butyl 2-methylbutyrate,"{'fruit', 'cocoa', 'chocolate', 'green', 'fruity'}"
61814,"2,4-Dimethylbenzaldehyde","{'vanilla', 'naphthyl', 'cherry', 'almond', 'spice'}"
61840,4-Ethyloctanoic acid,{''}
61845,3-(Methylthio)butyraldehyde,"{'green', 'buchu', 'chip', 'musk', 'potato'}"
6184,Hexanal,"{'aldehydic', 'fresh', 'fat', 'green', 'leafy', 'fatty', 'fruity', 'grass', 'tallow', 'sweaty'}"
61874,Octadienal,{''}
61875,Dec-4-enal,"{'fatty', 'citrus', 'aldehydic', 'orange'}"
61918,2-Acetyl-3-ethylpyrazine,"{'potato', 'chip', 'oily', 'nutty', 'corn', 'popcorn', 'tomato', 'earthy'}"
61922,4-Methylthio-2-butanone,"{'tomato', 'vegetable', 'earthy', 'sulfurous', 'fruit', 'potato', 'sweet'}"
61926,Allyl Methyl Trisulfide,"{'creamy', 'onion', 'alliaceous', 'garlic'}"
61942,Piperitenone oxide,"{'herbal', 'minty'}"
61953,Theaspirane,"{'leaf', 'metallic', 'tobacco', 'woody', 'green', 'wet', 'spicy', 'tea', 'herbal'}"
61955,furan-2-ylmethyl pentanoate,"{'sweet', 'apple', 'tropical', 'cheesy', 'pineapple', 'fruity'}"
61982,p-Mentha-8-thiol-3-one,"{'berry', 'minty', 'tropical', 'peach', 'sulfury', 'buchu', 'green', 'fruity'}"
61988,2-Acetyl-1-ethylpyrrole,{'nutty'}
62003,4-Methylnonanoic acid,{''}
62013,3-(Methylthio)hexyl acetate,"{'vegetable', 'tropical', 'sulfury', 'green', 'spicy'}"
6202,Thiamine Hydrochloride,"{'bitter', 'mild', 'sour'}"
62069,"2-Ethyl-4,5-dimethyloxazole","{'creamy', 'earthy', 'vegetable', 'green'}"
62089,4-Methyloctanoic acid,"{'creamy', 'milk', 'plastic', 'dairy', 'musty', 'waxy', 'mossy', 'fatty'}"
62092,p-Tolyl isovalerate,"{'sweet', 'tobacco', 'herbal', 'animal'}"
6210220,2-Methyl-3-(2-furyl)propenal,"{'spice', 'herbal', 'woody', 'cinnamon'}"
62105,"2,5-Dimethyl-1,4-dithiane-2,5-diol","{'bouillon', 'pork', 'onion', 'chicken', 'lamb', 'savory'}"
62117,56424-87-4,{''}
62128,2-Methyl-3-tetrahydrofuranthiol,"{'sulfurous', 'roasted', 'meat', 'chicken', 'beef'}"
62131,Furfuryl methyl disulfide,"{'roasted', 'alliaceous', 'coffee', 'sulfury', 'smoke', 'fishy', 'meaty'}"
6213,Dimethyl sulfone,"{'sulfurous', 'sulfur', 'burnt'}"
62321,Linalyl butyrate,"{'berry', 'pear', 'sweet', 'banana', 'fruity', 'bergamot'}"
62328,Terpinyl propionate,"{'old wood', 'citrus', 'tropical', 'bitter', 'green', 'geranium', 'herbal'}"
62341,1-Phenylethyl acetate,"{'gardenia', 'floral', 'leafy', 'bitter', 'green', 'sweet', 'musty', 'rhubarb', 'herbal', 'fruity'}"
62350,p-Menthan-2-ol,{''}
62351,3-(Methylthio)propyl isothiocyanate,"{'horseradish', 'earthy', 'vegetable', 'sulfurous'}"
62367,Sabinene hydrate,"{'eucalyptus', 'green', 'minty', 'terpene'}"
62374,1125-21-9,"{'leaf', 'tobacco', 'woody', 'musty', 'tea', 'sweet'}"
62375,Benzaldehyde dimethyl acetal,"{'sharp', 'green', 'fruity', 'almond', 'hummus', 'wine', 'floral'}"
62378,Dihydrojasmone,"{'spice', 'fresh', 'woody', 'outdoor', 'jasmin', 'herbal', 'myrrh'}"
62384,"2,2,4-Trimethyl-1,3-dioxolane","{'potato', 'vegetable', 'raw', 'green', 'earthy'}"
62385,1195-32-0,"{'pine', 'guaiacol', 'phenolic', 'styrene', 'gasoline', 'citrus', 'spicy', 'clove'}"
62424,2-Pentanethiol,"{'sulfury', 'gassy'}"
62433,Pentyl valerate,"{'apple', 'ripe', 'fruity'}"
62434,Allyl Methyl Disulfide,"{'onion', 'alliaceous', 'garlic', 'green'}"
62444,S-Methyl thiobutyrate,"{'cabbage', 'garlic', 'animal', 'putrid', 'sulfury', 'cheese'}"
62445,2-Methylbutyl isovalerate,"{'apple', 'soapy', 'green', 'cheese', 'herbal', 'earthy', 'fruity'}"
62453,4-Vinylphenol,"{'medical', 'chemical', 'almond shell', 'phenolic', 'sweet'}"
62465,4-Ethyl-2-methoxyphenol,"{'bacon', 'clove', 'phenolic', 'spice', 'spicy', 'smoky'}"
62484,3-Hydroxy-2-Pentanone,"{'herb', 'herbal', 'truffle'}"
62510,"4,5-Dimethylthiazole","{'roasted', 'boiled shrimp', 'nutty', 'green', 'roast', 'fishy', 'smoke'}"
6251,D-mannitol,"{'odorless', 'sweet'}"
62539,"3,4-Hexanedione","{'caramel', 'toasted', 'nutty', 'almond', 'buttery'}"
62572,Ethyl 3-hydroxybutyrate,"{'tropical', 'apple skin', 'green', 'grape', 'marshmallow', 'fruity'}"
62592,Heptyl butyrate,"{'sweet', 'floral', 'chamomile', 'tropical', 'green', 'tea', 'fruity', 'clean'}"
62653,tridec-2-enal,{''}
62725,2-Isobutylthiazole,"{'tomato', 'metallic', 'privet', 'leaf', 'vegetable', 'green', 'earthy', 'tomato leaf', 'wasabi'}"
6274,L-histidine,"{'bitter', 'odorless'}"
6276,1-Pentanol,"{'vanilla', 'balsam', 'oil', 'fusel', 'balsamic', 'sweet'}"
62835,28664-35-9,"{'extremely sweet', 'strong', 'fennel', 'tobacco', 'burnt', 'maple', 'seedy', 'coffee', 'sugar', 'celery', 'spice', 'caramel', 'cotton candy', 'smoky'}"
62897,Isopropenylpyrazine,"{'nutty', 'roasted', 'caramellic', 'chocolate'}"
62900,Whiskey lactone,"{'toasted', 'coumarin', 'burnt', 'nutty', 'celery', 'coconut', 'tonka'}"
62901,Octyl 2-furoate,"{'creamy', 'tallow', 'oily', 'mushroom', 'waxy', 'earthy'}"
62908,Methyl 2-hydroxy-4-methylpentanoate,"{'sweet', 'musty', 'fruity'}"
62913,"2,5-Diethyltetrahydrofuran","{'sweet', 'herbal', 'caramel'}"
6321405,Isoborneol,"{'must', 'camphor', 'woody', 'herbal', 'balsam'}"
6322,L-arginine,{'faint'}
6329006,Allyldimethylsilane,{''}
6341,Ethanamine,"{'fishy', 'ammonia'}"
6343,Ethanethiol,"{'fruity', 'sulfurous'}"
6344,Dichloromethane,{''}
6354,Oxirane,{''}
6363,Isopropylamine,"{'fishy', 'ammoniacal'}"
6364,2-Propanethiol,"{'strong', 'meaty', 'gassy', 'sulfurous', 'ripe', 'onion'}"
636687,"2,6-Nonadienal","{'cucumber', 'citrus', 'green', 'fresh', 'melon'}"
636822,alpha-Asarone,{''}
6370843,"(1Z,4Z)-germacrene B","{'earth', 'wood', 'woody', 'spice', 'spicy', 'earthy'}"
637195,Phytyl acetate,{''}
637511,cinnamaldehyde,"{'cinnamon', 'warm', 'spice', 'clove', 'candy', 'paint', 'red hots', 'sweet'}"
637517,Elaidic acid,{''}
637520,Methyl cinnamate,"{'sweet', 'cherry', 'balsam', 'strawberry'}"
637542,p-coumaric acid,"{'balsam', 'balsamic'}"
637563,trans-Anethole,"{'anise', 'mimosa', 'licorice', 'sweet', 'balsam'}"
637564,"2,4-Hexadienal","{'floral', 'citrus', 'green', 'sweet', 'spicy'}"
637566,Geraniol,"{'citrus', 'fruity', 'sweet', 'floral', 'geranium', 'waxy', 'rose'}"
637758,Ethyl Cinnamate,{''}
637759,Benzalacetone,"{'vanilla', 'jam', 'creamy', 'anise', 'cherry', 'floral', 'almond', 'spice', 'sweet', 'rhubarb', 'butter', 'balsam', 'cinnamon'}"
637775,Sinapic Acid,{'odorless'}
637776,Methylisoeugenol,{'bitter'}
637796,Isosafrole,{''}
637920,Methyl propenyl ketone,"{'fishy', 'acetone', 'phenolic', 'fruity'}"
638011,Citral,"{'citrus', 'lemon', 'bitter', 'sweet', 'mint', 'sharp'}"
638014,Beta-Ionone,"{'jam', 'powdery', 'floral', 'woody', 'orris', 'raspberry', 'dry', 'orange', 'flower', 'violet', 'seaweed'}"
638024,piperine,"{'animal', 'pepper'}"
638034,Retinyl Acetate,{''}
638122,2-Pentenoic Acid,{''}
638127,4-Hexenoic acid,{''}
638278,isoliquiritigenin,{'bitter'}
638500,Farnesyl acetate,"{'rose', 'floral', 'oily', 'wax', 'green', 'oil'}"
639665,Xanthohumol,{'bitter'}
6405,2-Methyl-2-Butanol,{'pungent'}
641248,4-Hexen-1-Ol,"{'metallic', 'pungent', 'vegetable', 'tomato', 'green', 'musty', 'herbal'}"
641256,"2,4-Hexadien-1-Ol","{'almond', 'nutty', 'green', 'sweet', 'musty', 'herbal'}"
641294,4-Methoxycinnamaldehyde,"{'vanilla', 'cherry', 'floral', 'sweet', 'spicy', 'cinnamon'}"
641298,2-Methoxycinnamaldehyde,"{'woody', 'cassia', 'oily', 'sweet', 'paper', 'cinnamon'}"
6420258,Ethyl 5-hexenoate,"{'pineapple', 'fruity'}"
642039,4-Methyl-2-pentenoic acid,{''}
6421281,"2,4,7-Tridecatrienal, (E,Z,Z)-",{''}
642376,Butylidenephthalide,"{'herbal', 'lovage', 'celery'}"
6427087,"2E,4Z-Decadienal","{'fat', 'green', 'waxy', 'fatty', 'geranium', 'fried'}"
6427105,(-)-Isopinocamphone,{'spicy'}
6427135,p-Menthene-8-thiol,"{'naphthyl', 'woody', 'aromatic', 'sulfury', 'resinous', 'grapefruit'}"
6427787,UNII-P6B6JD2N2Z,"{'citrus', 'green'}"
6427788,UNII-89JV2MJ158,{'woody'}
642793,UNII-847O2V0IOA,{''}
6428089,Methyl dl-jasmonate,{'jasmine'}
6428458,Methyl cis-cinnamate,"{'balsam', 'strawberry', 'cherry', 'sweet', 'cinnamon'}"
6428535,"(1R,6S)-gamma-himachalene",{''}
6428555,"(2Z,4E)-nona-2,4-dienal","{'leaf', 'fat', 'wax', 'nutty', 'green', 'fishy', 'violet', 'fatty'}"
6428573,CHEBI:88903,"{'floral', 'woody', 'flower', 'sweet', 'earthy'}"
642875,(-)-Mintlactone,{''}
6428802,"6,7-Dihydro-2,3-Dimethyl-5H-Cyclopentapyrazine",{''}
6428929,3-hydroxy-4-phenylbutan-2-one,"{'creamy', 'sweet', 'fruity'}"
6428936,Methialdol,{''}
6428986,trans-.alpha.-bergaptene,"{'tea', 'woody', 'warm', 'wood'}"
6428990,2-propionyl-2-thiazoline,"{'meaty', 'nutty', 'roasted', 'cooked'}"
6428995,cis-Cinnamaldehyde,"{'spicy', 'cinnamon'}"
6429333,2-Phenyl-2-Butenal,"{'cocoa', 'beany', 'narcissus', 'nutty', 'cortex', 'radish', 'sweet', 'honey'}"
6430180,(Z)-4-Dodecenal,{''}
6430188,(Z)-8-Tetradecenal,{''}
6430738,"cis-limonene 1,2 oxide","{'citrus', 'fresh'}"
6430754,10-epi-gamma-Eudesmol,"{'woody', 'wood', 'flower', 'floral', 'sweet'}"
6430759,2-trans-6-cis-Dodecadienal,{''}
6430833,cis-Phytol,{''}
6430888,227456-27-1,"{'onion', 'sulfurous'}"
6430892,"1-Butanol, 3-mercapto-2-methyl-",{''}
6431015,Cedr-8-ene,"{'cedar', 'fresh', 'woody', 'sweet'}"
643139,3-Hexenal,"{'apple', 'natural', 'leafy', 'tomato', 'green', 'stem', 'melon', 'fruity'}"
6432005,gamma-Eudesmol,"{'wax', 'sweet', 'waxy'}"
6432254,Linalool A oxide,"{'floral', 'flower'}"
6432404,(+)-gamma-cadinene,{'wood'}
6432469,Isomenthone,{'minty'}
6433214,Bovolide,"{'spicy', 'herbal', 'minty'}"
6433750,"(5E)-3,5-dimethylocta-1,5,7-trien-3-ol","{'ocimene', 'ginger', 'fennel', 'myrcene', 'tropical', 'hyacinth', 'sweet'}"
6434541,"(Z,z)-3,6-nonadien-1-ol","{'cucumber', 'honeydew', 'oily', 'green', 'sweet', 'waxy', 'melon'}"
6435861,Hexyl (E)-2-hexenoate,"{'fruity', 'green', 'fatty'}"
6435866,2-Methyl-3-pentenoic acid,"{'cranberry', 'hazelnut'}"
6435914,4-methyl-2-phenylpent-2-enal,{''}
6436017,1-Popc,{'bland'}
6436486,trans-2-Hexenal dimethyl acetal,"{'apple', 'fruity'}"
6436624,Ethyl palmitoleate,{''}
6436627,Ocimen quintoxide,"{'citrus', 'woody', 'minty', 'green', 'celery', 'sweet', 'spicy', 'herbal'}"
643731,Violet leaf aldehyde,"{'leaf', 'cucumber', 'wax', 'dry', 'green', 'violet', 'fatty'}"
643757,cis-Aconitic acid,{'bland'}
643779,Neral,"{'citral', 'lemon peel', 'sweet', 'lemon'}"
6438070,34686-71-0,"{'creamy', 'jasmin', 'peach', 'waxy', 'coconut'}"
643820,nerol,"{'citrus', 'natural', 'bitter', 'neroli', 'magnolia', 'sweet'}"
643915,Angelic acid,{'spicy'}
643941,cis-3-Hexenal,"{'apple', 'fatty', 'leaf', 'green', 'grassy', 'weedy', 'fruity'}"
643950,cis-Crotonaldehyde,{'flower'}
6439585,Acetylvalerenolic acid,{'odorless'}
6440397,caftaric acid,{'odorless'}
644104,CID 644104,"{'grassy', 'very mild'}"
6448,Bornyl Acetate,"{'balsamic', 'herbal', 'woody', 'pine needle', 'spice', 'fresh', 'cedar', 'pine', 'camphor', 'sweet'}"
6450812,beta-Gurjunene,{''}
