pubchem id,common name,flavor profile
16296,Pentyl Benzoate,"{'amber', 'balsam', 'green', 'floral', 'musky'}"
16315,Diallyl trisulfide,"{'onion', 'garlic', 'metallic', 'green'}"
16330,Butyl salicylate,"{'ethyl benzoate', 'clover', 'harsh'}"
16441,Perillaldehyde,"{'fresh', 'cherry', 'sweet', 'fat', 'grassy', 'oily', 'green', 'spice', 'cumin', 'mint', 'herbal', 'fatty'}"
165224,1-Isothiocyanato-6-(methylthio)hexane,{'radish'}
16537,Terpinyl formate,"{'floral', 'citrus', 'bitter', 'lavender', 'fruity'}"
16590,Diallyl Disulfide,"{'onion', 'alliaceous', 'metallic', 'garlic'}"
16591,Allyl Propyl Disulfide,"{'onion', 'alliaceous', 'garlic', 'green'}"
16592,Methyl propyl disulfide,"{'onion', 'sulfury', 'tomato', 'radish', 'mustard'}"
16617,Isopentyl hexanoate,"{'apple', 'green', 'pineapple', 'banana', 'fruity'}"
16666,l-Menthol,"{'cooling', 'mentholic', 'tobacco', 'minty', 'camphoraceous', 'peppermint'}"
16724,d-Carvone,"{'bread', 'caraway', 'spice'}"
16741,Phenethyl isothiocyanate,"{'green', 'watercress', 'horseradish', 'bitter', 'gooseberry'}"
16800,2-Pentylpyridine,"{'fat', 'green', 'mushroom', 'fatty', 'herbal', 'pepper', 'tallow'}"
16821,gamma-Dodecalactone,"{'metallic', 'fruit', 'peach', 'flower', 'sweet', 'musty', 'fruity', 'fatty'}"
16832,Isopropyl Hexanoate,"{'berry', 'pineapple', 'logenberry', 'fresh', 'fruity'}"
16835,3-Methylhexan-2-ol,{''}
16846,Propyl Benzoate,"{'nutty', 'balsam'}"
16872,Hexyl isobutyrate,"{'berry', 'wine', 'apple', 'ripe', 'pear', 'grape', 'sweet', 'green', 'fruity'}"
169110,2-Acetyl-2-thiazoline,"{'toasted', 'potato', 'chip', 'corn', 'nutty', 'popcorn', 'bread', 'roast', 'taco'}"
16997,5-Ethyl-2(5H)-furanone,{'spice'}
17000,"2,2,6-Trimethylcyclohexanone","{'cistus', 'labdanum', 'pungent', 'thujone', 'honey'}"
17008,Methyl 4-methylvalerate,{''}
17016,"2,3,6-Trimethylphenol",{''}
17029,"9-Octadecenal, (9E)-",{''}
170833,Isopulegol,"{'cooling', 'woody', 'medicinal', 'minty'}"
17100,alpha-TERPINEOL,{''}
1711944,UNII-3KCT4WMT7E,"{'ether', 'flower'}"
1711945,Farnesyl acetone,{''}
17121,1-Octen-3-yl acetate,"{'oily', 'lavender', 'green', 'fresh', 'herbal', 'fruity'}"
17129,2-METHYLBUTYL 2-METHYLBUTYRATE,"{'berry', 'apple', 'ester', 'green', 'sweet', 'waxy', 'fruity'}"
1713001,Nerylacetone,"{'fresh', 'rose', 'wine_like', 'floral', 'citrus', 'vegetable', 'woody', 'herbaceous', 'tropical', 'nutty', 'magnolia', 'green', 'meaty', 'spicy', 'waxy', 'earthy', 'fruity', 'fatty'}"
173843,Sedanenolide,{'herbal'}
1742211,Caryophyllene oxide,"{'fresh', 'woody', 'dry', 'herb', 'spice', 'sweet', 'spicy'}"
17525,Hexyl Butyrate,"{'apple peel', 'apple', 'soapy', 'green', 'sweet', 'waxy', 'fruity'}"
1757003,Pseudoionone,"{'powdery', 'dusty', 'waxy', 'citrus', 'spicy', 'dry', 'balsamic', 'floral', 'sweet'}"
17623,Methyl 2-Acetamidobenzoate,"{'very mild', 'powdery', 'strawberry', 'fruity'}"
17691,3-Methyl-2-Cyclopenten-1-One,"{'fruity', 'sweet', 'fatty'}"
17697,Pentadecanal,"{'fresh', 'waxy'}"
176983,"p-Mentha-1,3,8-triene","{'turpentine', 'herbal', 'woody', 'camphor'}"
176,acetic acid,"{'pungent', 'vinegar', 'sour', 'sharp'}"
17739,2-Methoxy-4-Propylphenol,"{'allspice', 'anise', 'powdery', 'soapy', 'phenol', 'pepper', 'clove', 'fishy', 'phenolic', 'sweet', 'spicy', 'balsam', 'sharp'}"
177,acetaldehyde,"{'ethereal', 'aldehydic', 'fruity', 'ether', 'whiskey', 'pungent'}"
17868,3-Thujene,"{'herb', 'woody', 'green', 'wood'}"
17898,2-Methoxy-3-Methylpyrazine,{''}
17899,3-Methylpentadecane,{''}
178,acetamide,{'mousy'}
179,acetoin,"{'cream', 'creamy', 'butter', 'fatty', 'dairy', 'milky', 'buttery', 'sweet'}"
180,acetone,"{'apple', 'ethereal', 'solvent', 'pear'}"
181128,Saupirin,{'bitter'}
18467,2-Methoxypyrazine,"{'sweet', 'nutty', 'cocoa'}"
184852,6-isothiocyanatohex-1-ene,{''}
18522,2-Methyltetrahydrofuran-3-One,"{'bread', 'nutty', 'buttery', 'solvent', 'sweet'}"
18554,2-Ethylfuran,"{'burnt', 'sweet', 'earthy', 'malty'}"
185635,28374-89-2,{'bitter'}
18635,3-(Methylthio)propionaldehyde,"{'cooked potato', 'beef', 'vegetable', 'creamy', 'potato', 'peanut', 'musty', 'tomato', 'fishy', 'earthy'}"
18645216,"4-(But-2-en-1-ylidene)-3,5,5-trimethylcyclohex-2-enone",{''}
18686,Ethyl cyclohexanecarboxylate,"{'cheese', 'winey', 'fruit', 'fruity'}"
18698,Delta-Nonalactone,"{'creamy', 'coumarin', 'milky', 'coconut', 'sweet'}"
18815,1-Chlorooctadecane,{''}
18818,Sabinene,"{'pine', 'spice', 'turpentine', 'woody', 'wood', 'citrus', 'pepper', 'terpene'}"
18827,1-Octen-3-Ol,"{'fishy', 'green', 'raw', 'chicken', 'fungal', 'mushroom', 'oily', 'earthy'}"
1889,DL-Liquiritigenin,{'bitter'}
18938,"3,5,5-Trimethylhexan-1-ol","{'weedy', 'leaf', 'floral', 'grassy', 'aldehydic', 'hay', 'straw', 'green', 'earthy'}"
19089,(2-Methoxyethyl)benzene,"{'rose', 'chrysanthemum', 'metallic', 'jasmin', 'floral', 'green'}"
19188,Phenoxyacetic Acid,"{'sweet', 'sour'}"
19244,Neoisomenthol,{'menthol'}
19309,3658-77-3,"{'strawberry', 'almond', 'candy', 'sugar', 'grape', 'sweet', 'cotton', 'caramel'}"
19310,Dimethyl trisulfide,"{'cooked', 'fish', 'meaty', 'onion', 'sulfurous', 'cabbage', 'sulfur', 'savory'}"
19315,7-Octen-2-One,{''}
19602,2-Pentylfuran,"{'beany', 'green bean', 'earthy', 'green', 'metallic', 'butter', 'fruity', 'vegetable'}"
19603,2-Heptylfuran,"{'green', 'fatty', 'roasted', 'oily', 'nutty', 'lactonic'}"
19695,"1,1-Diethoxy-3-Methylbutane","{'fruity', 'fatty'}"
196,adipic acid,{'odorless'}
19707,"2,3-Hexanedione","{'creamy', 'oily', 'dry', 'phenolic', 'sweet', 'butter', 'caramel', 'fruity', 'fatty'}"
19754,Methyl propyl sulfide,"{'leek', 'alliaceous', 'creamy', 'green'}"
20083,Octan-2-ol,"{'fresh', 'fat', 'woody', 'green', 'mushroom', 'spicy', 'herbal', 'earthy'}"
20149,Tetracontane,{''}
20499,Difurfuryl Disulfide,"{'roasted', 'onion', 'coffee', 'sulfury', 'chicken', 'cabbage', 'meaty'}"
20534,2-Butylfuran,"{'fruity', 'spicy', 'wine', 'mild', 'sweet'}"
206037,Berteroin,"{'cabbage', 'radish'}"
20653,2-Methylhexanoic Acid,"{'fatty', 'lard', 'fruity', 'oily', 'cheese'}"
20745,6-Methylhept-5-en-2-ol,"{'oily', 'coriander', 'sweet', 'green'}"
20748,Methyl cyclohexanecarboxylate,"{'berry', 'milk', 'fruit', 'estery', 'ester', 'pineapple', 'fruity'}"
20797,4674-50-4,"{'gardenia', 'citrus', 'woody', 'grapefruit peel', 'grapefruit'}"
20819,Disodium 5'-inosinate,{'odorless'}
20861,4-Ethylbenzaldehyde,"{'sweet', 'almond', 'bitter'}"
20928,1-Hexen-3-Ol,"{'ethereal', 'rum', 'green'}"
20995,2-Pentylthiophene,"{'fruit', 'sweet', 'cranberry', 'fruity', 'fatty'}"
21057,1-Hepten-3-Ol,"{'metallic', 'oily', 'tomato', 'green', 'acrylate', 'spicy'}"
21108,8-Nonen-2-one,"{'baked', 'fruity'}"
21116845,UNII-3QMX06VZ0C,{''}
21159022,CID 21159022,"{'woody', 'green', 'wood'}"
21159448,UNII-VD2YQW659E,{''}
21160126,Pregeijerene,{''}
21265,Prenyl benzoate,"{'ylang', 'chocolate', 'tea', 'balsam', 'fruity'}"
21587486,55123-21-2,{''}
21596,Butyl Heptanoate,"{'marigold', 'cut grass', 'apple', 'herbal', 'fruity'}"
21606187,Linden ether,"{'mint', 'floral'}"
21648,4-(4-Hydroxyphenyl)-2-butanone,"{'berry', 'jam', 'floral', 'raspberry', 'ripe', 'sweet'}"
21675005,Agarospirol,{''}
21712,5550-12-9,{''}
21828,"2-Methyl-1,3-dithiolane","{'sulfurous', 'sulfur', 'alliaceous', 'vegetable', 'savory', 'smoky'}"
219794,5-Hydroxyoctan-4-one,"{'sweet', 'pungent', 'buttery', 'nut'}"
220674,L-Menthyl acetate,"{'rose', 'mango', 'minty', 'raspberry', 'orange', 'camphoraceous', 'tea', 'mint', 'herbal', 'melon', 'fruity'}"
2214,Acetovanillone,"{'sweet', 'vanilla', 'faint', 'vanillin'}"
221691,Hexyl phenylacetate,"{'rose', 'wine', 'foliage', 'green', 'sweet', 'waxy', 'fruity'}"
22201,"2,3-Dimethylpyrazine","{'coffee', 'cocoa', 'caramel', 'walnut', 'leather', 'butter', 'nut', 'meat', 'nutty', 'almond', 'peanut', 'peanut butter'}"
22227,d-Dihydrocarvone,"{'herbal', 'minty'}"
222284,Beta-Sitosterol,{''}
222285,Erythritol,"{'sweet-like', 'odorless'}"
222656,L-Malic acid,{'odorless'}
22310,Epoxylinalool,"{'fenchyl', 'alcohol', 'musty', 'camphor'}"
22311,Dipentene,"{'citric', 'herbal', 'citrus', 'woody', 'terpene', 'lemon', 'camphor', 'orange'}"
22383,Dipropyl trisulfide,"{'sulfurous', 'garlic', 'tropical', 'onion', 'green'}"
22386,2-Pentanol,"{'fermented', 'green', 'oil', 'fusel', 'mild'}"
22556,2-Dodecanone,"{'orange', 'citrus', 'floral', 'fruity'}"
226486,"4-Allyl-2,6-dimethoxyphenol","{'roasted', 'bacon', 'ham', 'burnt', 'flower', 'sweet', 'meaty', 'smoky'}"
227829,Guaiol,"{'rose', 'wood', 'guaiacwood', 'balsamic', 'mild', 'tea'}"
22833654,HMDB05796,{'bitter'}
228548,"4,4-Dimethoxy-2-butanone","{'alcoholic', 'ethereal', 'bitter', 'nutty', 'musty'}"
228583,2-Furylacetone,"{'radish', 'spicy'}"
22873,Hexyl Hexanoate,"{'apple peel', 'cut grass', 'vegetable', 'peach', 'fresh', 'herbal', 'fruity'}"
228769,Octyl isovalerate,"{'rose', 'floral', 'mild', 'warm', 'honey'}"
229377,Propyl heptanoate,"{'wine', 'strawberry', 'apple', 'pineapple', 'ripe', 'pear', 'grape', 'sweet', 'green', 'fruity'}"
229387,Decyl butyrate,"{'sweet', 'slightly rose', 'waxy', 'fruity'}"
229888,2-Phenylethyl octanoate,"{'cocoa', 'green', 'sweet', 'waxy', 'fruity'}"
231325,1-(furan-2-yl)pentan-1-one,"{'sweet', 'caramel'}"
23235,Hexyl benzoate,"{'woody', 'sappy', 'fresh', 'balsam', 'clean'}"
23367,Benzyl Hexanoate,"{'gardenia', 'jasmin', 'apricot', 'green', 'fruity'}"
2345,Benzyl Benzoate,"{'almond', 'cheese', 'cherry', 'balsamic', 'oil', 'herbal', 'herb', 'strawberry', 'sweet', 'pineapple', 'balsam', 'faint', 'oily'}"
2346,benzyl isothiocyanate,"{'dusty', 'watercress', 'horseradish', 'oily', 'medicinal', 'mild'}"
235284,MLS002607979,{'bitter'}
235414,Oxacyclohexadecan-2-one,"{'musky', 'musk', 'powdery', 'natural', 'animal', 'fruity'}"
23642,2-Methoxybenzenethiol,"{'sulfurous', 'powdery', 'spicy', 'sausage', 'phenolic', 'sweet', 'meaty', 'smoked'}"
23662384,Sodium Diacetate,{'bland'}
23676745,Potassium Sorbate,{'odorless'}
237332,5-Hydroxymethylfurfural,"{'caramel', 'waxy', 'fatty', 'musty', 'cardboard'}"
238782,"5,7-Dihydroxyflavanone",{'bitter'}
24020,Ethyl 2-methylbutyrate,"{'apple', 'plum', 'green', 'sweet', 'fruity', 'sharp'}"
240925,"2,6-Dimethoxy-4-methylphenol","{'medicinal', 'woody', 'eugenol', 'root', 'phenolic', 'smoke', 'spice', 'caramel'}"
240,benzaldehyde,"{'burnt sugar', 'almond', 'cherry', 'sweet', 'strong', 'sharp', 'bitter'}"
24115,Acetyl isobutyryl,"{'creamy', 'buttery', 'sweet', 'fruity', 'fatty'}"
24197,Diethyl Malate,{''}
24261,Silica,{'odorless'}
243783,Cyclohexyl butyrate,"{'apple', 'fruity', 'pineapple'}"
243,benzoic acid,"{'faint', 'urine', 'balsam'}"
24433,Butyl Anthranilate,"{'berry', 'wine', 'powdery', 'floral', 'petitgrain', 'plum', 'grape', 'sweet', 'fruity'}"
24434,Potassium Nitrate,{'odorless'}
24473,Dihydrocarvone,"{'minty', 'powerful', 'warm', 'spearmint', 'herbal'}"
244,benzyl alcohol,"{'balsamic', 'berry', 'phenolic', 'rose', 'floral', 'flower', 'grapefruit', 'cherry', 'sweet', 'walnut'}"
24516,Isobutyl heptanoate,"{'herbal', 'fruity', 'green'}"
24619,Calcium Iodate,{'odorless'}
246728,3-Octanone,"{'butter', 'fresh', 'lavender', 'herb', 'sweet', 'mushroom', 'resin', 'herbal'}"
247573,Isobornyl acetate,"{'camphor', 'woody', 'sweet', 'herbal', 'balsam'}"
247,betaine,{'bland'}
24832101,"Santalol, alpha- and beta-","{'sweet', 'woody', 'sandalwood', 'deep'}"
24834,4-Ethoxybenzaldehyde,"{'floral', 'spicy', 'sweet', 'anisic'}"
24838,Hexyl 2-methylbutanoate,"{'strawberry', 'apple', 'tropical', 'green', 'spicy', 'waxy', 'fruity'}"
249494,"3,7-Dimethyloctane-1,7-diol","{'lily', 'floral', 'peony', 'mild', 'green', 'clean'}"
250096,Benzyl tiglate,"{'rose', 'balsamic', 'mushroom', 'earthy'}"
25021769,"2-Propen-1-one, 3-(4-hydroxyphenyl)-1-phenyl-",{'bitter'}
2519,caffeine,"{'odorless', 'bitter'}"
25310,L-Rhamnose,"{'odorless', 'sweet'}"
25311,Tridecanal,"{'grapefruit peel', 'aldehydic', 'fresh', 'waxy', 'petal', 'flower', 'citrus', 'clean', 'sweet', 'must', 'soapy'}"
25611,2-Methyl-3-Heptanone,"{'leafy', 'green', 'fruity'}"
25793,3-Methyl-1-Hexanol,{''}
25915,2-Ethyl-5-Methylpyrazine,"{'fruit', 'bean', 'coffee', 'sweet'}"
25916,"3-Ethyl-2,5-dimethylpyrazine","{'roasted', 'potato', 'cocoa', 'nutty', 'roast'}"
26049,3-Carene,"{'resin', 'citrus', 'sweet', 'lemon'}"
26058,"2,2,4,6,6-Pentamethylheptane",{''}
261491,alpha-Thujone,"{'bitter', 'cedarleaf'}"
261,butyraldehyde,"{'cocoa', 'apple', 'floral', 'herbaceous', 'malty', 'chocolate', 'meaty', 'creamy', 'pungent', 'spicy', 'earthy', 'fatty', 'citrus', 'vegetable', 'nutty', 'pear', 'green', 'wine_like', 'woody', 'musty', 'bready', 'fruity'}"
26204,"5-Methylhexane-2,3-dione","{'creamy', 'fruity', 'sweet', 'butter', 'brown', 'sharp'}"
262,"2,3-butanediol","{'creamy', 'fruity', 'buttery', 'fruit', 'onion'}"
263034,Difurfuryl ether,"{'nutty', 'coffee'}"
263,1-butanol,"{'medicine', 'vanilla', 'balsam', 'oil', 'fusel', 'fruit', 'medicinal', 'sweet'}"
26331,2-Ethylpyrazine,"{'roasted', 'cocoa', 'wood', 'woody', 'peanut butter', 'bitter', 'nutty', 'peanut', 'musty', 'butter'}"
26332,2-Ethyl-6-Methylpyrazine,"{'roasted', 'potato'}"
26333,2-Isobutyl-3-Methylpyrazine,"{'sugar', 'herbal', 'syrup', 'green'}"
26334,"2-Ethyl-3,5-Dimethylpyrazine","{'potato', 'roasted nuts', 'burnt almonds', 'coffee', 'roast'}"
26335,2-Methyl-5-Vinylpyrazine,{'coffee'}
263620,ethyl 3-acetoxy-2-methylbutanoate,{'fruity'}
26447,Menthone,"{'camphoraceous', 'bitter', 'herbal', 'peppermint', 'deep', 'menthol', 'raspberry', 'camphor'}"
264,butyric acid,"{'fruit', 'rancid', 'acetic', 'sweat', 'cheese', 'butter', 'sharp'}"
26808,"2,3,5-Trimethylpyrazine","{'cocoa', 'powdery', 'earthy', 'roasted', 'hazelnut', 'musty', 'nutty', 'roast', 'potato', 'peanut', 'must'}"
2682,1-Hexadecanol,"{'flower', 'wax', 'floral', 'waxy'}"
27208,beta-Bisabolol,"{'fresh', 'citrus', 'herb', 'lemon', 'herbal', 'floral', 'sweet', 'tangy'}"
27209,"4,4,7a-Trimethyl-5,6,7,7a-tetrahydrobenzofuran-2(4H)-one","{'musk', 'coumarin', 'woody', 'ripe apricot', 'red fruit'}"
2733294,trans-2-Hexenyl acetate,"{'fresh', 'privet', 'banana peel', 'green', 'waxy', 'apple skin', 'sweet'}"
2734646,"2,3-Dimethylbenzofuran","{'fennel', 'tobacco', 'chemical', 'phenolic', 'smoke', 'smoky'}"
27440,2-Ethyl-4-Methylthiazole,"{'nutty', 'pistachio', 'green'}"
27457,2-Ethyl-3-Methylpyrazine,"{'bread', 'corn', 'raw', 'sweat', 'earthy', 'hazelnut', 'musty', 'nutty', 'roast', 'potato', 'peanut'}"
27458,"2,3-Diethylpyrazine","{'pepper', 'hazelnut', 'nutty', 'raw', 'green'}"
27460,"5-Ethyl-2,3-dimethylpyrazine","{'popcorn', 'burnt'}"
275196,noscapine,{'bitter'}
2757,Cinchonidine,{'bitter'}
2758,Eucalyptol,"{'eucalyptus', 'camphor', 'pepper', 'sweet', 'mint', 'herbal'}"
2762759,"2,5-dimethylthiophene-3-carbaldehyde",{''}
27866,Rose oxide,"{'fresh', 'red rose', 'green', 'geranium', 'spicy'}"
27867,Menthyl acetate,"{'orange', 'camphoraceous', 'melon', 'raspberry'}"
27892,1-Octen-3-yl butyrate,"{'animal', 'mushroom', 'fishy', 'butter', 'fruity'}"
284,formic acid,"{'pungent', 'vinegar', 'formyl'}"
287687,"Carotol, (+)-","{'mild', 'pleasant'}"
2879,P-Cresol,"{'medicinal', 'mimosa', 'phenol', 'medicine', 'narcissus', 'animal', 'phenolic', 'smoke'}"
288227,Valencen,"{'asprin', 'citrus', 'woody', 'oily', 'orange', 'dry', 'green', 'sweet', 'fresh', 'oil', 'grapefruit'}"
28905,"2,3-Diethyl-5-Methylpyrazine","{'roasted', 'wine_like', 'meat', 'potato', 'floral', 'citrus', 'vegetable', 'hazelnut', 'woody', 'herbaceous', 'nutty', 'green', 'roast', 'meaty', 'musty', 'spicy', 'earthy', 'fruity', 'fatty'}"
28906,"3,5-Diethyl-2-Methylpyrazine","{'meaty', 'baked', 'nutty', 'vegetable'}"
289151,Longifolene,"{'rose', 'fir needle', 'woody', 'medical', 'sweet'}"
28930,alpha-Fenchene,{'camphor'}
29025,Verbenone,{''}
2969,Decanoic acid,"{'fat', 'citrus', 'unpleasant', 'rancid', 'sour', 'fatty'}"
2998,Nonivamide,"{'bland', 'odorless'}"
29995,20189-42-8,{''}
3017596,"2,5-Dimethyl-4-ethoxy-3(2H)-furanone","{'brandy', 'caramellic', 'fruity'}"
3018936,80417-97-6,"{'hay', 'coconut', 'coumarin', 'tonka'}"
30215,"2,4,5-Trimethyloxazole","{'nut skin', 'vegetable', 'mustard', 'roasted', 'nutty', 'wasabi', 'shellfish'}"
30248,Dihydrocarvyl acetate,"{'medicine', 'camphor', 'cuminseed', 'mint', 'minty', 'rose', 'medicinal', 'floral', 'sweet'}"
3026,dibutyl phthalate,{'faint'}
3033866,Bisabolene,{''}
30771,2-Cyclohexylethyl acetate,"{'rose', 'plant', 'plastic', 'raspberry', 'green', 'mint'}"
3084331,T-Muurolol,"{'spicy', 'herbal', 'herb', 'weak spice'}"
3085213,Eugenyl isovalerate,"{'clove', 'fruity'}"
30914,Acetylpyrazine,"{'chip', 'hazelnut', 'corn', 'nutty', 'bread crust', 'popcorn', 'coffee', 'tomato', 'chocolate', 'roast', 'bitter'}"
30945,3-Methyl-2(5H)-furanone,{''}
309,Aconitic Acid,"{'nutty', 'very mild', 'musty'}"
3102,Benzophenone,"{'metallic', 'balsam', 'powdery', 'apricot', 'peach', 'rose', 'geranium'}"
311,citric acid,{'odorless'}
31209,122-40-7,{''}
31210,Butyl phenylacetate,"{'rose', 'honey', 'chocolate'}"
31211,Vanillylacetone,"{'vanilla', 'ginger', 'woody', 'animal', 'clove', 'phenolic', 'sweet', 'spicy'}"
31219,Benzyl Propionate,"{'berry', 'jam', 'jasmine', 'jasmin', 'strawberry', 'apple', 'floral', 'sweet', 'banana', 'balsam', 'fruity'}"
31225,2-Phenylethyl propionate,"{'styrax', 'floral', 'red rose', 'balsam', 'honey', 'fruity'}"
31226,3-Phenylpropyl acetate,"{'storax', 'bitter', 'sweet', 'spicy', 'balsam', 'cinnamon'}"
31231,4-Methoxyphenylacetone,"{'anisic', 'sweet', 'spicy', 'balsam', 'fruity'}"
31234,3-Phenylpropan-1-ol,"{'anise', 'fruit', 'mignonette', 'hyacinth', 'sweet', 'cinnamyl', 'spicy', 'balsam', 'cinnamon'}"
31237,Dodecylbenzene,{''}
31242,4-Ethylphenol,"{'medicinal', 'alcohol', 'castoreum', 'phenol', 'guaiacol', 'phenolic', 'smoke', 'spice'}"
31244,4-Methoxybenzaldehyde,"{'berry', 'creamy', 'vanilla', 'balsam', 'powdery', 'hawthorne', 'chocolate', 'cherry', 'hawthorn', 'mint', 'mimosa', 'almond', 'minty', 'anise', 'bitter', 'floral', 'sweet', 'cinnamon'}"
31245,2-Methylpentanal,"{'ethereal', 'fruity', 'green'}"
31246,4-Heptanone,"{'strawberry', 'fruity', 'cheese', 'peanut', 'sweet', 'pineapple', 'cognac'}"
31249,Diethyl Succinate,"{'wine', 'fruit', 'apple', 'apricot', 'cooked', 'mild', 'peach', 'chocolate', 'pear', 'grape', 'ylang', 'cranberry', 'musty', 'fruity'}"
31251,Ethyl Nonanoate,"{'rose', 'wine', 'natural', 'tropical', 'rum', 'waxy', 'fruity'}"
31252,"2,5-Dimethylpyrazine","{'grass', 'medicinal', 'cocoa', 'roasted nut', 'roasted nuts', 'woody', 'medical', 'medicine', 'roast beef'}"
31253,Myrcene,"{'peppery', 'spice', 'plastic', 'balsam', 'spicy', 'balsamic', 'terpene', 'must'}"
31256,Diacetone alcohol,{''}
31260,3-Methyl-1-butanol,"{'alcoholic', 'banana', 'fruity', 'oil', 'fusel', 'burnt', 'malt', 'whiskey'}"
31265,Ethyl caproate,"{'apple peel', 'fruit', 'pineapple', 'green', 'sweet', 'banana', 'waxy', 'fruity'}"
31266,Allyl hexanoate,"{'ethereal', 'sweet', 'fatty', 'fruity', 'tropical', 'arrack', 'rum', 'pineapple', 'cognac'}"
31268,Pyrrolidine,"{'egg', 'ammoniacal', 'animal', 'alkaline', 'amine'}"
31272,Butyl acetate,"{'ethereal', 'banana', 'fruity', 'solvent', 'pear'}"
31276,Isoamyl Acetate,"{'banana', 'fruity', 'bitter', 'solvent', 'sweet'}"
31278,Butyl Stearate,"{'oily', 'mild', 'fatty'}"
31283,Ethyl tetradecanoate,"{'soapy', 'orris', 'sweet', 'waxy', 'ether', 'violet'}"
31284,Methyl tetradecanoate,"{'orris', 'fatty', 'waxy', 'petal'}"
31289,Nonanal,"{'fat', 'peely', 'orris', 'green', 'rose', 'citrus', 'orange peel', 'fresh', 'aldehydic', 'waxy', 'fishy', 'fatty', 'lime', 'grapefruit'}"
31291,Tetradecanal,"{'amber', 'incense', 'waxy', 'fatty', 'flower', 'dry', 'musk', 'wax', 'citrus peel'}"
31353,Linalyl benzoate,"{'heather', 'lily', 'gardenia', 'tuberose', 'genet', 'broom', 'bergamot'}"
313,hydrochloric acid,{''}
31404,"2,6-Di-tert-butyl-4-methylphenol","{'vanilla', 'camphor', 'mild', 'phenolic', 'musty'}"
31408,Nopol,"{'citrus', 'balsamic', 'pine', 'sweet', 'herbal'}"
31492,"2,4,5-Trimethyl-3-Oxazoline","{'wood', 'nutty', 'green', 'musty', 'caramel'}"
32033,"3,5-Dimethyl-1,2,4-Trithiolane","{'beefy', 'meaty', 'sulfurous'}"
32065,23747-48-0,"{'baked', 'earthy', 'nut', 'roasted', 'roast', 'potato', 'peanut'}"
32093,2-Acetyl-3-Methylpyrazine,"{'toasted', 'roasted', 'vegetable', 'nutty', 'grain'}"
323,coumarin,"{'green', 'bitter', 'tonka', 'new mown hay', 'sweet'}"
324224,.beta.-Bourbonene,"{'herb', 'herbal', 'woody'}"
325,4-isopropylbenzyl alcohol,"{'cumin', 'wood', 'strong', 'leather', 'caraway', 'spicy', 'herb', 'herbal'}"
32594,2-Isobutyl-3-Methoxypyrazine,"{'earth', 'pepper', 'green pepper', 'green', 'pea', 'spice', 'galbanum', 'bell'}"
326240,Nomilin,{'bitter'}
326,4-isopropylbenzaldehyde,"{'acid', 'oily', 'green', 'cumin', 'spicy', 'herbal', 'sharp'}"
329983,Menthofuran,"{'pungent', 'nutty', 'coffee', 'musty', 'earthy'}"
33032,L-glutamic acid,"{'baked', 'mild', 'yeast', 'bread'}"
330573,(-)-cis-Carveol,"{'caraway', 'spearmint'}"
33135,2-Ethyl-3-Methoxypyrazine,"{'raw', 'earthy', 'nutty', 'bell', 'pepper', 'potato'}"
3314,eugenol,"{'woody', 'clove', 'honey', 'spicy', 'sweet', 'cinnamon'}"
33166,2-Isopropyl-3-Methoxypyrazine,"{'earth', 'earthy', 'beany', 'pea'}"
3321360,"3-Methylcyclohexane-1,2-dione",{''}
332,2-Methoxy-4-vinylphenol,"{'clove', 'peanut', 'curry', 'spicy', 'smoky'}"
335,o-cresol,"{'musty', 'phenol', 'phenolic', 'medicinal'}"
33637,2-Methylanisole,"{'floral', 'nutty', 'warm', 'flower', 'sweet', 'earthy', 'walnut'}"
338,salicylic acid,"{'faint', 'nutty', 'phenolic'}"
33931,2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone,"{'butterscotch', 'candy', 'sweet', 'caramel'}"
33934,Diisooctyl phthalate,{''}
33960,6-Pentyl-2H-pyran-2-one,"{'creamy', 'almond', 'fatty', 'mushroom', 'lactonic', 'waxy', 'coconut', 'tonka'}"
34134,"2,6-Nonadien-1-ol","{'cucumber', 'green', 'vegetable'}"
34286,2-Methyl-3-furanthiol,"{'metallic', 'meat', 'sulfury', 'fishy', 'meaty', 'coconut'}"
342,m-cresol,"{'medicinal', 'woody', 'medical', 'plastic', 'leather', 'phenolic', 'fecal'}"
34645,Isopulegone,"{'fresh', 'herbal', 'peppermint'}"
3473,gingerol,{'pungent'}
35349,Ethyl Propyl Disulfide,"{'onion', 'green', 'garlic', 'sulfurous'}"
354616,Gentianine,{'bitter'}
356,octane,"{'alkane', 'gasoline'}"
35821,Dihydro-alpha-ionone,{''}
3591866,Oxacycloheptadec-7-en-2-one,{''}
36225,"2,5-Diethyl-3-Methylpyrazine","{'meaty', 'hazelnut', 'toasted'}"
3648225,STK737742,"{'vanilla', 'bitter', 'very mild'}"
36822,"5,6,7,8-Tetrahydroquinoxaline","{'roasted', 'bean', 'chip', 'corn', 'nut', 'cheese', 'musty', 'cereal'}"
37109,2-Ethylcyclobutanol,{''}
371257,Oxycanthine,{'bitter'}
3776,isopropanol,"{'bitter', 'alcohol', 'musty', 'woody'}"
379,octanoic acid,"{'vegetable', 'rancid', 'oily', 'cheesy', 'sweat', 'cheese', 'waxy', 'fatty'}"
381152,Piperitenone,"{'minty', 'phenolic', 'sharp'}"
3819217,489-53-2,{'bitter'}
